customer_id,signup_date,acquisition_channel,acquisition_cost,age,gender,country,state,city,customer_segment,email_verified,phone_verified
CU_005931,2024-01-24,paid_search,52.91,41,F,FI,AK,New Dannyshire,regular,True,True
CU_005932,2024-01-01,social_media,54.56,24,M,MZ,SD,Port Mariamouth,regular,True,True
CU_005933,2024-08-13,affiliate,53.39,39,O,GD,NV,Marissafort,regular,True,False
CU_005934,2024-02-11,paid_search,44.3,24,M,JM,OR,Weberton,casual,True,True
CU_005935,2024-05-01,social_media,54.35,35,F,KW,GA,North Tracy,whale,True,False
CU_005936,2024-10-09,social_media,53.82,18,O,CG,KY,Gibbschester,casual,False,True
CU_005937,2024-10-15,affiliate,71.7,34,F,MK,NC,New Christineville,regular,True,True
CU_005938,2024-04-23,affiliate,47.03,24,O,AG,NE,South Jasonmouth,whale,True,True
CU_005939,2024-07-24,affiliate,42.8,21,O,NE,VI,North Victoria,regular,True,False
CU_005940,2024-01-14,social_media,21.34,20,F,FR,MP,East Candacestad,regular,True,True
CU_005941,2024-02-24,affiliate,137.7,26,M,MH,NV,Lake Michelle,casual,True,True
CU_005942,2024-06-30,paid_search,60.49,39,O,NI,CT,Carlsonchester,casual,True,True
CU_005943,2024-01-29,paid_search,68.2,26,M,GM,NM,North Audreyborough,casual,True,True
CU_005944,2024-10-23,social_media,28.04,32,O,SL,PR,South Alyssaburgh,casual,True,True
CU_005945,2024-07-01,social_media,31.76,36,O,MC,AR,Port Jamietown,casual,True,False
CU_005946,2024-04-23,affiliate,102.73,29,O,SB,CA,Ritterstad,casual,True,True
CU_005947,2024-12-04,social_media,35.69,18,O,ET,WY,North Paul,whale,True,True
CU_005948,2024-03-16,social_media,32.14,28,M,FM,ID,Mccallbury,casual,True,False
CU_005949,2024-10-12,affiliate,134.57,27,F,BO,NJ,Josephton,casual,True,False
CU_005950,2024-12-25,affiliate,40.67,18,M,TW,PR,West Hannahton,casual,False,True
CU_005951,2024-03-12,paid_search,27.11,37,O,HN,NJ,New Michael,casual,True,False
CU_005952,2024-01-22,affiliate,100.28,34,F,KE,MN,Wesleymouth,casual,True,True
CU_005953,2024-04-19,paid_search,66.23,28,F,MD,MT,Lake Carla,casual,True,True
CU_005954,2024-06-27,social_media,36.71,19,F,TZ,OH,East Timothyview,whale,True,True
CU_005955,2024-02-24,paid_search,43.05,44,M,ES,IL,East Renee,casual,False,False
CU_005956,2024-03-08,social_media,49.12,20,M,LV,CT,Stokesland,casual,False,True
CU_005957,2024-07-08,paid_search,84.16,29,F,US,UT,West Angela,casual,True,True
CU_005958,2024-03-01,affiliate,53.69,30,O,BJ,SC,Marilynchester,casual,True,True
CU_005959,2024-03-03,affiliate,64.36,28,O,EE,MH,Port Jacquelineburgh,regular,True,False
CU_005960,2024-12-13,social_media,43.63,37,M,MA,ID,Shepherdville,regular,True,True
CU_005961,2024-07-01,social_media,45.99,28,F,MC,ND,Hallview,casual,True,False
CU_005962,2024-01-31,paid_search,43.12,24,M,MK,KS,Port Jaredside,casual,True,False
CU_005963,2024-06-23,paid_search,69.34,37,O,ID,MD,North Lee,casual,True,True
CU_005964,2024-02-23,paid_search,103.16,28,O,GM,WI,New Johnfort,casual,True,True
CU_005965,2024-07-26,organic,0.0,25,O,US,MO,Kimberlyton,casual,True,True
CU_005966,2024-01-16,paid_search,36.94,24,M,CF,OR,Dominguezport,whale,True,False
CU_005967,2024-08-04,paid_search,22.28,27,F,ML,FM,Taylorview,casual,True,False
CU_005968,2024-10-12,paid_search,64.68,39,O,ZA,AZ,Lake Daniel,casual,True,True
CU_005969,2024-01-22,organic,0.0,46,O,RO,SC,West Debra,regular,True,True
CU_005970,2024-09-12,social_media,43.26,24,O,PS,CO,Moralesland,casual,True,True
CU_005971,2024-10-15,social_media,25.48,33,F,BJ,FM,East Sydney,casual,True,True
CU_005972,2024-10-29,affiliate,106.38,33,F,PW,ID,Chavezfort,whale,True,False
CU_005973,2024-01-18,paid_search,41.69,41,F,MD,DC,South Dianeport,casual,True,True
CU_005974,2024-10-31,paid_search,72.12,41,O,AG,VT,West David,regular,True,False
CU_005975,2024-10-19,affiliate,83.58,34,M,DO,SD,Lake Melissa,casual,True,True
CU_005976,2024-06-05,social_media,24.82,37,M,IR,CT,Port Lisa,casual,True,True
CU_005977,2024-11-29,affiliate,65.35,19,F,NG,TX,East Jessica,regular,True,True
CU_005978,2024-11-17,affiliate,72.99,38,F,NZ,MD,Rachelville,whale,True,False
CU_005979,2024-06-25,paid_search,30.39,38,F,ST,CT,Kellyburgh,regular,True,True
CU_005980,2024-11-18,social_media,32.0,29,F,KE,WV,Erictown,casual,True,True
CU_005981,2024-09-22,affiliate,75.35,24,M,DJ,UT,Johnstad,casual,False,False
CU_005982,2024-07-17,affiliate,54.18,26,F,AF,UT,Scottstad,whale,True,False
CU_005983,2024-07-17,paid_search,43.51,21,F,ME,MH,North Elizabethhaven,casual,True,False
CU_005984,2024-06-06,affiliate,60.15,46,F,NP,TN,West Robertview,regular,False,True
CU_005985,2024-11-19,paid_search,102.46,30,F,AG,RI,Dakotafort,casual,True,True
CU_005986,2024-07-08,social_media,39.02,40,O,MG,ID,East Taylormouth,whale,True,True
CU_005987,2024-01-23,paid_search,49.67,25,F,KR,MP,West Mary,regular,False,True
CU_005988,2024-03-16,paid_search,42.06,41,M,BW,TX,New Reginaburgh,casual,True,True
CU_005989,2024-07-18,paid_search,54.25,37,F,MV,VI,Lake Rachelland,casual,True,True
CU_005990,2024-11-13,affiliate,54.17,29,M,AR,SD,West Patrick,casual,True,True
CU_005991,2024-01-29,affiliate,46.57,35,O,VE,KY,Lake Becky,casual,True,False
CU_005992,2024-04-26,social_media,35.38,31,M,EC,AZ,East Timothy,regular,True,True
CU_005993,2024-07-09,paid_search,58.82,25,O,LC,MS,Aguilarchester,regular,False,True
CU_005994,2024-05-27,paid_search,58.69,32,M,US,HI,New Michael,casual,True,True
CU_005995,2024-01-04,social_media,50.6,32,O,HT,ND,Davisview,regular,True,True
CU_005996,2024-04-25,affiliate,107.18,45,F,BW,MP,Lake Mackenzieborough,casual,False,True
CU_005997,2024-02-08,organic,0.0,44,F,UZ,TX,Port Christinebury,regular,False,False
CU_005998,2024-10-02,paid_search,86.42,35,M,KP,DC,Desireeberg,regular,True,False
CU_005999,2024-04-10,paid_search,78.42,29,F,KE,AL,Colemanburgh,casual,True,True
CU_006000,2024-12-18,social_media,35.11,18,M,SG,WA,West Robert,whale,True,True
CU_006001,2024-09-28,affiliate,33.74,46,F,FR,AS,Emilyside,regular,True,True
CU_006002,2024-12-14,social_media,52.01,35,O,UY,IN,West Jason,whale,True,True
CU_006003,2024-01-22,social_media,49.91,38,M,MN,CT,Grahamview,regular,False,True
CU_006004,2024-07-28,paid_search,49.63,45,O,ES,AZ,Parsonsstad,casual,True,True
CU_006005,2024-04-21,social_media,39.13,26,F,JO,HI,Johnside,casual,True,True
CU_006006,2024-06-26,paid_search,78.93,36,O,EE,MS,New Mark,casual,True,True
CU_006007,2024-09-29,affiliate,53.7,33,F,AO,NV,Jamestown,regular,True,True
CU_006008,2024-06-08,affiliate,45.39,44,O,TR,VI,Frankside,casual,True,True
CU_006009,2024-02-04,paid_search,112.38,36,O,ZW,MH,Chelseafort,casual,True,True
CU_006010,2024-01-13,affiliate,79.53,23,F,ZM,VI,East Ashleychester,regular,True,True
CU_006011,2024-09-26,paid_search,53.72,32,M,JM,MD,West Carolyn,casual,True,True
CU_006012,2024-07-22,affiliate,65.05,39,F,PW,MO,Bradleymouth,casual,True,True
CU_006013,2024-10-03,paid_search,63.3,20,F,CM,AS,North Benjamin,casual,True,False
CU_006014,2024-08-16,organic,0.0,28,M,UA,AS,Joshuaside,casual,True,True
CU_006015,2024-11-16,social_media,28.46,34,O,SE,NH,West Valerie,casual,True,True
CU_006016,2024-07-18,organic,0.0,32,O,SZ,VA,Estradahaven,casual,True,True
CU_006017,2024-07-09,paid_search,88.83,30,F,NZ,NE,Chapmanshire,casual,True,True
CU_006018,2024-01-18,paid_search,51.33,18,M,IL,NH,South Jaclynmouth,regular,True,False
CU_006019,2024-04-22,affiliate,43.13,40,M,ME,PR,Port Michellechester,casual,True,True
CU_006020,2024-05-26,social_media,32.84,30,O,TV,AR,Port Josemouth,regular,True,True
CU_006021,2024-12-28,paid_search,49.34,45,M,BS,CO,Port Jasonhaven,whale,True,True
CU_006022,2024-11-09,paid_search,60.33,42,M,IL,WY,Garciafurt,casual,True,True
CU_006023,2024-04-26,organic,0.0,35,M,QA,MP,Robertmouth,casual,False,False
CU_006024,2024-08-18,affiliate,45.47,38,O,AD,SD,Chasehaven,regular,True,True
CU_006025,2024-01-24,social_media,54.49,34,F,NO,AK,South Travisport,casual,True,True
CU_006026,2024-11-03,organic,0.0,47,F,IL,OK,East Justin,casual,True,True
CU_006027,2024-12-24,paid_search,53.41,37,F,GE,MN,Johnstonmouth,regular,True,False
CU_006028,2024-09-25,social_media,44.88,33,F,AM,FM,Mariotown,casual,True,True
CU_006029,2024-12-29,social_media,66.3,28,M,KH,MA,Ortizshire,casual,True,True
CU_006030,2024-03-19,paid_search,50.69,40,F,GT,NM,Lanceberg,casual,True,False
CU_006031,2024-09-20,social_media,28.45,24,O,LC,WA,Rachelside,casual,False,False
CU_006032,2024-04-17,affiliate,39.72,37,M,NZ,CA,Deckerside,casual,True,True
CU_006033,2024-05-15,affiliate,99.07,29,F,TZ,GA,Laurieville,casual,True,True
CU_006034,2024-12-17,affiliate,38.58,47,O,KG,AZ,West Brian,casual,False,True
CU_006035,2024-07-21,social_media,33.58,25,F,KZ,PR,New Mario,whale,True,True
CU_006036,2024-01-04,affiliate,56.74,18,F,MA,NM,Garnerfurt,casual,True,False
CU_006037,2024-06-29,paid_search,36.49,30,F,KI,NY,Lake Robertbury,casual,True,True
CU_006038,2024-03-23,paid_search,85.54,31,M,SI,SD,Ashleychester,casual,True,False
CU_006039,2024-12-17,affiliate,62.84,18,O,TJ,VI,Lake Paulmouth,casual,True,True
CU_006040,2024-09-14,social_media,43.36,34,M,SG,MI,North Jennifer,casual,True,False
CU_006041,2024-08-13,affiliate,38.1,37,M,BS,AK,Port Kathrynmouth,casual,True,True
CU_006042,2024-01-06,social_media,59.25,41,F,SY,OK,Burkeland,casual,True,False
CU_006043,2024-08-08,social_media,43.22,31,M,VA,SD,North Katherine,casual,False,True
CU_006044,2024-07-22,affiliate,32.01,18,F,BA,PW,Dylanfort,casual,False,True
CU_006045,2024-04-13,social_media,34.58,18,M,PK,MI,Blaketon,regular,False,True
CU_006046,2024-05-21,social_media,52.41,22,M,GM,MS,Robertton,casual,True,True
CU_006047,2024-06-07,affiliate,130.51,34,F,FI,WA,Lewisport,regular,True,False
CU_006048,2024-04-02,affiliate,55.13,36,O,KZ,LA,Lake Brooke,whale,True,True
CU_006049,2024-02-15,paid_search,67.17,32,F,NA,NY,Burgessbury,whale,True,False
CU_006050,2024-04-25,social_media,39.43,27,O,HT,CT,Lake Sydneyborough,whale,True,True
CU_006051,2024-06-22,social_media,50.53,21,O,GN,MN,Frazierland,casual,False,True
CU_006052,2024-11-16,organic,0.0,40,O,QA,VT,South Nicoleville,regular,True,False
CU_006053,2024-03-26,paid_search,28.24,23,O,PE,ME,Michellemouth,regular,True,False
CU_006054,2024-04-16,paid_search,72.45,20,O,PL,FM,Thompsonchester,casual,True,True
CU_006055,2024-03-31,social_media,35.04,33,O,CR,MS,South Sean,regular,True,True
CU_006056,2024-10-17,social_media,30.4,46,F,KW,UT,New Christinaside,casual,True,False
CU_006057,2024-06-07,affiliate,35.17,33,O,UY,NM,Bakerfort,casual,True,True
CU_006058,2024-10-11,paid_search,31.85,25,O,MR,RI,Gabriellebury,casual,True,True
CU_006059,2024-09-08,affiliate,78.97,26,O,JO,MP,Devonstad,casual,True,True
CU_006060,2024-09-07,affiliate,73.57,30,M,ET,NV,Cobbtown,regular,True,True
CU_006061,2024-04-24,social_media,36.02,26,O,GB,WY,South Paul,casual,False,True
CU_006062,2024-04-03,affiliate,86.14,31,F,NL,OH,Campbellview,casual,True,True
CU_006063,2024-02-08,paid_search,48.33,28,M,CZ,AK,Fisherstad,regular,True,False
CU_006064,2024-09-25,paid_search,64.96,39,F,BR,ME,Bellport,whale,True,False
CU_006065,2024-05-08,affiliate,110.39,38,M,BT,CA,Karenborough,casual,True,True
CU_006066,2024-12-03,paid_search,87.43,26,F,CF,WI,North Christy,casual,False,True
CU_006067,2024-09-28,social_media,29.05,29,F,BG,WY,Lake Jennifershire,casual,True,True
CU_006068,2024-08-24,paid_search,65.68,36,M,IT,WA,Port Robertfurt,casual,False,True
CU_006069,2024-07-20,organic,0.0,41,M,MK,VA,East Julie,regular,True,True
CU_006070,2024-04-09,social_media,33.24,27,M,WS,KS,Johnmouth,casual,True,True
CU_006071,2024-09-17,social_media,49.71,48,F,TD,TN,Diazmouth,whale,False,False
CU_006072,2024-07-04,paid_search,66.75,28,O,EG,PW,Port Erica,casual,True,True
CU_006073,2024-07-04,affiliate,100.0,27,M,NG,NE,Lake Francestown,whale,True,False
CU_006074,2024-08-27,organic,0.0,38,M,AZ,KS,Johnsonshire,casual,True,True
CU_006075,2024-06-06,paid_search,52.42,18,F,LK,CO,North Jillport,casual,True,True
CU_006076,2024-04-03,organic,0.0,33,O,TV,WV,Madisonland,casual,True,True
CU_006077,2024-10-27,affiliate,59.93,36,O,BR,PA,Bassland,whale,True,True
CU_006078,2024-11-24,paid_search,68.45,35,M,BT,OH,Lake Oliviahaven,regular,True,False
CU_006079,2024-06-24,paid_search,70.25,20,F,GM,WA,Cobbview,casual,True,False
CU_006080,2024-09-02,social_media,60.54,27,O,MZ,NE,West Jessicafort,casual,True,True
CU_006081,2024-12-22,affiliate,138.09,33,F,PE,NE,New Dawnchester,casual,True,False
CU_006082,2024-01-27,organic,0.0,32,M,SE,NM,West Jennifershire,casual,True,True
CU_006083,2024-07-21,affiliate,108.57,37,F,NG,MO,Kelleyberg,regular,True,False
CU_006084,2024-05-15,affiliate,91.51,18,O,KN,RI,Lake Nathanberg,regular,True,True
CU_006085,2024-05-12,paid_search,87.73,24,F,MN,MO,Tiffanyshire,regular,True,True
CU_006086,2024-11-17,paid_search,66.02,18,F,MR,AK,West Jenniferbury,casual,False,False
CU_006087,2024-11-27,social_media,20.75,26,F,MD,IN,Lake Henryburgh,casual,True,True
CU_006088,2024-08-14,affiliate,77.25,31,M,SB,NE,Melissamouth,whale,True,True
CU_006089,2024-09-25,paid_search,59.24,37,M,IT,MP,Beckerside,regular,True,True
CU_006090,2024-01-14,affiliate,63.83,51,F,NO,HI,North Jon,whale,True,False
CU_006091,2024-01-17,organic,0.0,27,F,MH,CA,North Amanda,casual,True,True
CU_006092,2024-09-29,affiliate,59.34,34,F,MT,AZ,Toddmouth,casual,False,True
CU_006093,2024-04-05,affiliate,66.79,30,F,HN,IL,West Shawnhaven,casual,True,True
CU_006094,2024-09-25,paid_search,41.04,36,M,LU,GA,Spencerport,casual,True,True
CU_006095,2024-01-29,paid_search,112.34,30,M,CN,AL,West Catherine,casual,True,False
CU_006096,2024-07-16,affiliate,62.36,25,O,JM,CT,Lake Morganburgh,casual,True,True
CU_006097,2024-02-22,affiliate,44.87,24,M,WS,IN,Brewerstad,regular,True,True
CU_006098,2024-09-29,social_media,36.46,32,M,BS,ND,Gutierrezfort,regular,True,True
CU_006099,2024-07-21,organic,0.0,22,F,QA,ME,East Christopherborough,casual,True,True
CU_006100,2024-12-20,organic,0.0,26,F,MM,CA,North Donald,regular,False,False
CU_006101,2024-05-06,social_media,31.98,44,M,SG,MN,West Rachel,casual,False,True
CU_006102,2024-10-19,affiliate,68.88,36,F,NL,WI,Amandaland,casual,True,False
CU_006103,2024-12-28,paid_search,93.55,39,M,MG,IL,Danaville,whale,True,True
CU_006104,2024-04-01,affiliate,78.88,25,F,RW,OH,Matthewton,casual,True,True
CU_006105,2024-11-01,paid_search,46.29,38,O,TR,NC,Janiceland,regular,True,False
CU_006106,2024-08-31,paid_search,63.42,36,O,DO,OH,Riverahaven,casual,True,True
CU_006107,2024-01-12,affiliate,56.69,42,M,CG,MS,Reedburgh,casual,False,True
CU_006108,2024-12-01,paid_search,59.81,18,F,GM,ND,Port Colton,casual,True,True
CU_006109,2024-06-23,social_media,22.3,37,F,GN,ME,New Patriciaton,casual,True,False
CU_006110,2024-12-17,affiliate,33.72,32,F,ES,AR,New Calvin,casual,True,True
CU_006111,2024-09-27,organic,0.0,35,F,IL,VI,Lopezberg,casual,True,False
CU_006112,2024-01-31,social_media,38.91,34,O,MA,PA,West Robin,casual,True,False
CU_006113,2024-03-22,paid_search,55.24,36,O,CA,UT,Audreybury,casual,True,True
CU_006114,2024-04-21,paid_search,48.86,34,F,BF,MP,East Bryanmouth,casual,True,True
CU_006115,2024-11-26,paid_search,86.67,43,O,DE,NJ,West Christopher,regular,True,False
CU_006116,2024-04-16,affiliate,86.1,39,F,BT,LA,Davisbury,casual,False,True
CU_006117,2024-06-20,organic,0.0,36,O,BS,MA,Michaelton,casual,True,False
CU_006118,2024-09-07,paid_search,76.86,34,O,BI,MD,North James,casual,True,True
CU_006119,2024-11-24,social_media,39.31,31,F,KP,LA,South Scottland,casual,True,True
CU_006120,2024-08-20,paid_search,73.24,39,O,SV,VT,North Christinachester,regular,True,True
CU_006121,2024-05-17,organic,0.0,43,O,ML,RI,Elizabethmouth,casual,False,False
CU_006122,2024-04-26,organic,0.0,29,F,LB,NH,Figueroachester,casual,True,False
CU_006123,2024-08-24,affiliate,65.94,31,F,GW,WA,Markport,casual,True,True
CU_006124,2024-01-04,organic,0.0,24,F,CL,WY,New Brittany,whale,False,True
CU_006125,2024-09-02,paid_search,28.87,21,M,CV,MT,Matthewton,casual,True,False
CU_006126,2024-10-10,paid_search,84.04,30,O,NI,ME,New Samanthaville,regular,True,False
CU_006127,2024-05-11,affiliate,69.75,45,F,AO,MT,Lake Kaitlinfurt,casual,True,True
CU_006128,2024-11-15,paid_search,51.35,30,F,FM,RI,North Brianhaven,whale,False,False
CU_006129,2024-10-09,paid_search,67.63,28,F,ZW,DC,Lake John,regular,False,True
CU_006130,2024-01-13,paid_search,33.13,31,O,SZ,DE,Nicholschester,casual,True,True
CU_006131,2024-07-09,organic,0.0,20,F,SC,DC,Lake Christopher,casual,True,True
CU_006132,2024-06-24,paid_search,42.16,36,M,SB,MI,Jacksonfurt,casual,True,True
CU_006133,2024-04-15,affiliate,107.47,18,M,VN,OK,Blevinstown,casual,True,True
CU_006134,2024-11-14,paid_search,43.47,36,M,SM,ID,Tylerland,casual,False,False
CU_006135,2024-03-25,paid_search,78.11,29,F,CH,AL,West Ashleyberg,casual,True,False
CU_006136,2024-05-05,social_media,19.96,33,O,HR,AS,Travisberg,regular,True,True
CU_006137,2024-01-31,affiliate,107.22,20,M,TG,SC,Williamsborough,casual,False,True
CU_006138,2024-03-15,paid_search,90.65,35,F,DJ,FL,North Susanmouth,regular,True,True
CU_006139,2024-06-16,affiliate,30.68,23,M,IQ,OH,Christinaberg,casual,True,False
CU_006140,2024-03-12,organic,0.0,40,O,IE,AS,New Steven,casual,True,False
CU_006141,2024-07-15,paid_search,65.86,39,M,CM,FL,Christophermouth,casual,True,False
CU_006142,2024-12-20,affiliate,31.12,32,M,ER,MH,West Ericahaven,casual,False,True
CU_006143,2024-09-28,social_media,27.45,27,O,BA,AK,Lake Stacie,casual,True,False
CU_006144,2024-09-05,affiliate,100.86,28,O,MZ,AK,Williamsside,whale,True,False
CU_006145,2024-03-17,affiliate,63.62,38,O,AT,HI,West Alexander,casual,True,True
CU_006146,2024-02-23,social_media,22.91,37,M,MK,PR,Oliviaview,whale,True,False
CU_006147,2024-04-06,affiliate,115.47,45,F,PG,AS,Schwartzmouth,casual,False,False
CU_006148,2024-10-27,paid_search,67.29,19,O,BB,VT,West Monicahaven,casual,True,False
CU_006149,2024-07-05,affiliate,94.11,31,O,ZA,OR,Ryanview,casual,True,True
CU_006150,2024-02-10,social_media,27.0,43,M,GA,AZ,South Markstad,casual,True,False
CU_006151,2024-03-04,social_media,45.16,32,O,NR,AS,East Zachary,regular,True,True
CU_006152,2024-09-13,affiliate,50.96,47,F,RW,NC,Lunafurt,casual,True,True
CU_006153,2024-05-30,social_media,31.49,26,O,LY,NE,North Jamie,casual,True,True
CU_006154,2024-06-15,affiliate,91.17,65,M,KM,AR,Hollandberg,regular,True,True
CU_006155,2024-12-30,social_media,23.53,40,F,UA,AK,North Laurenborough,regular,True,False
CU_006156,2024-07-30,affiliate,72.54,47,F,TH,MS,West Timothyshire,casual,True,False
CU_006157,2024-04-17,paid_search,46.56,23,O,IS,TN,Orrland,whale,True,True
CU_006158,2024-12-30,paid_search,29.03,23,F,GB,OK,East Williamborough,casual,True,True
CU_006159,2024-08-19,affiliate,106.14,27,F,LS,DE,Melodyhaven,regular,True,False
CU_006160,2024-07-08,organic,0.0,48,F,TZ,AS,Jessicaside,whale,False,True
CU_006161,2024-04-21,affiliate,56.53,47,F,DO,VT,Kyleshire,casual,True,False
CU_006162,2024-05-07,social_media,35.01,43,M,LC,WV,West Steveshire,casual,True,True
CU_006163,2024-05-25,social_media,63.61,33,O,ES,AR,Jesusmouth,casual,False,True
CU_006164,2024-06-07,affiliate,90.28,32,F,CN,OH,New Michael,whale,False,False
CU_006165,2024-02-24,paid_search,42.78,28,O,BW,WA,Wellston,casual,True,False
CU_006166,2024-12-03,affiliate,73.5,33,F,TM,MA,East Diane,casual,True,True
CU_006167,2024-01-16,paid_search,103.64,27,F,MX,NM,Port Angelahaven,casual,True,True
CU_006168,2024-01-11,paid_search,39.61,39,M,PS,NC,Briggshaven,casual,False,False
CU_006169,2024-09-08,paid_search,38.17,26,F,AE,WI,Davenportmouth,casual,True,True
CU_006170,2024-05-24,paid_search,104.49,40,O,MU,UT,New Patricia,regular,True,True
CU_006171,2024-09-11,affiliate,112.66,40,M,MN,WI,Port Norma,casual,True,True
CU_006172,2024-07-05,paid_search,41.7,45,F,SL,MH,Lake Amanda,whale,True,True
CU_006173,2024-06-21,organic,0.0,37,F,AD,WV,New Jefferybury,casual,False,False
CU_006174,2024-03-03,paid_search,58.06,21,O,MR,IL,South Rachelhaven,casual,True,True
CU_006175,2024-12-02,affiliate,93.98,25,F,LV,NE,Erinchester,casual,True,True
CU_006176,2024-11-09,organic,0.0,23,F,RU,PW,Fowlerhaven,casual,True,True
CU_006177,2024-10-24,affiliate,42.23,20,O,AM,RI,Ramirezside,regular,True,True
CU_006178,2024-08-30,affiliate,53.42,25,O,GN,NJ,Jessicashire,casual,True,True
CU_006179,2024-03-22,organic,0.0,24,M,LR,MP,Cookland,casual,True,True
CU_006180,2024-10-25,paid_search,40.68,29,F,HT,MI,North Sharon,regular,False,False
CU_006181,2024-11-11,paid_search,59.63,33,M,LI,MH,Gabrielamouth,casual,True,True
CU_006182,2024-09-25,organic,0.0,36,O,US,SC,New Holly,whale,False,False
CU_006183,2024-09-16,paid_search,69.72,27,M,RW,KY,Sanfordland,casual,False,True
CU_006184,2024-07-09,paid_search,81.48,26,O,LA,CA,Tarafurt,regular,True,True
CU_006185,2024-04-14,affiliate,37.38,43,F,LA,FM,South Scott,casual,True,True
CU_006186,2024-04-07,affiliate,100.21,41,O,PS,DE,Port Christinafort,casual,True,True
CU_006187,2024-05-04,paid_search,42.14,30,M,NO,KS,Jeffreychester,casual,True,False
CU_006188,2024-10-05,paid_search,62.17,27,M,MK,WY,Charlesstad,casual,False,False
CU_006189,2024-02-02,paid_search,69.29,37,O,BA,NE,Oliviafurt,regular,True,False
CU_006190,2024-08-18,paid_search,72.29,40,F,OM,NC,Youngtown,casual,True,True
CU_006191,2024-05-07,paid_search,64.59,26,M,BE,OK,West Jill,casual,True,True
CU_006192,2024-06-02,social_media,26.84,22,F,ER,AR,South Kristenton,regular,True,False
CU_006193,2024-08-10,social_media,24.36,36,O,BS,WV,Barbaraberg,regular,True,True
CU_006194,2024-01-16,affiliate,59.99,28,M,EC,KY,East Alice,casual,True,False
CU_006195,2024-09-10,social_media,38.34,34,M,PS,ND,West Kelsey,regular,True,False
CU_006196,2024-06-16,paid_search,69.32,32,O,US,GA,Jamesside,regular,True,False
CU_006197,2024-06-03,affiliate,58.19,27,F,BE,OK,Ryanton,regular,True,True
CU_006198,2024-02-15,affiliate,75.68,38,F,BS,AS,West Alanborough,casual,True,True
CU_006199,2024-10-18,affiliate,72.54,20,M,FJ,PW,Angelaland,whale,True,True
CU_006200,2024-08-11,paid_search,60.19,36,M,LT,VI,South Julie,casual,True,True
CU_006201,2024-03-19,social_media,49.14,28,O,MR,WY,Rossfort,regular,True,False
CU_006202,2024-10-16,paid_search,67.39,40,O,CA,MI,Josechester,regular,True,True
CU_006203,2024-09-22,affiliate,50.68,34,O,AM,MI,New Eric,casual,False,True
CU_006204,2024-03-12,organic,0.0,53,O,MX,AZ,Washingtonview,regular,True,True
CU_006205,2024-12-06,organic,0.0,18,O,AE,GU,Schultzberg,casual,True,False
CU_006206,2024-03-10,paid_search,47.88,41,M,SA,DC,Lake Marvinborough,casual,True,True
CU_006207,2024-08-27,affiliate,50.38,26,O,MY,UT,Claireland,casual,True,True
CU_006208,2024-07-17,paid_search,50.8,39,O,CD,PA,Lake Alyssa,casual,True,False
CU_006209,2024-12-27,paid_search,85.76,34,F,MG,MT,Rodgersberg,regular,True,True
CU_006210,2024-05-15,paid_search,69.56,30,F,SC,MN,East Tinastad,casual,True,False
CU_006211,2024-06-15,organic,0.0,29,O,LI,VA,New John,casual,True,True
CU_006212,2024-11-29,organic,0.0,35,O,AO,TX,Gibsonmouth,casual,False,False
CU_006213,2024-08-23,affiliate,75.94,39,M,SY,DC,East Paulchester,regular,True,True
CU_006214,2024-02-04,paid_search,62.24,32,F,IL,IL,Raymondhaven,casual,True,True
CU_006215,2024-08-05,social_media,22.96,28,O,IQ,LA,Smithside,regular,True,False
CU_006216,2024-04-24,paid_search,27.46,38,F,VA,WI,Port Timothymouth,regular,True,False
CU_006217,2024-06-30,affiliate,41.49,22,F,BS,TN,New Williammouth,casual,True,True
CU_006218,2024-03-18,organic,0.0,27,M,RO,MN,Caseyshire,casual,False,True
CU_006219,2024-08-14,paid_search,51.49,37,F,GD,UT,Kerryport,casual,True,True
CU_006220,2024-02-12,organic,0.0,39,O,UY,WI,West Jamie,casual,True,True
CU_006221,2024-09-27,social_media,39.75,38,M,BZ,NE,Christineburgh,casual,True,True
CU_006222,2024-11-17,paid_search,29.15,30,O,SK,WV,New Kimberly,casual,True,True
CU_006223,2024-11-16,affiliate,43.55,45,M,LU,TN,Nelsonmouth,casual,True,True
CU_006224,2024-09-13,affiliate,98.74,43,F,NZ,MI,Deleonshire,casual,True,False
CU_006225,2024-04-05,social_media,55.34,27,O,AZ,NJ,West Markview,regular,True,False
CU_006226,2024-03-06,paid_search,43.7,40,M,CF,WY,Lake Mary,regular,True,False
CU_006227,2024-09-15,organic,0.0,26,O,GN,WI,Herrerafort,casual,False,False
CU_006228,2024-09-08,affiliate,35.02,31,M,CA,MA,Owenburgh,regular,True,True
CU_006229,2024-06-27,paid_search,71.2,32,F,CV,VA,Port Branditon,casual,True,False
CU_006230,2024-07-04,social_media,27.78,37,M,RU,MO,West Michelle,casual,True,True
CU_006231,2024-06-28,affiliate,77.65,42,M,LY,IL,Brittneymouth,casual,True,True
CU_006232,2024-09-14,paid_search,56.23,30,M,CM,AR,North Davidmouth,casual,True,True
CU_006233,2024-07-06,paid_search,25.74,35,M,BA,KS,Gibsonbury,whale,True,False
CU_006234,2024-03-12,social_media,22.44,27,F,JO,RI,Johnland,whale,True,False
CU_006235,2024-04-12,social_media,35.89,30,F,KM,KS,Andersonstad,casual,True,False
